id,ejecucion_id,recurso,seccion,fecha,h_ini,h_fin,tiempo,proceso,incidencia,cantidad,malas,recuperadas,referencia
1339,6,luk3,LINEAS,2026-03-25,09:56,10:05,0.15,Incidencia,CAMBIO DE CUCHILLA,0.0,2.0,0.0,081000
293,1,luk3,LINEAS,2026-03-25,11:26,11:37,0.18,Incidencia,FORMACIÓN,0.0,2.0,0.0,081000
921,2,luk3,LINEAS,2026-03-25,11:26,11:37,0.18,Incidencia,FORMACIÓN,0.0,2.0,0.0,081000
1340,6,luk3,LINEAS,2026-03-25,11:26,11:37,0.18,Incidencia,FORMACIÓN,0.0,2.0,0.0,081000
294,1,luk3,LINEAS,2026-03-25,12:22,12:42,0.33,Incidencia,PARADA ROBOT,0.0,2.0,0.0,081000
922,2,luk3,LINEAS,2026-03-25,12:22,12:42,0.33,Incidencia,PARADA ROBOT,0.0,2.0,0.0,081000
1341,6,luk3,LINEAS,2026-03-25,12:22,12:42,0.33,Incidencia,PARADA ROBOT,0.0,2.0,0.0,081000
295,1,luk3,LINEAS,2026-03-25,12:43,14:01,1.17,Producción,,87.0,0.0,0.0,081000
923,2,luk3,LINEAS,2026-03-25,12:43,14:01,1.17,Producción,,87.0,0.0,0.0,081000
1342,6,luk3,LINEAS,2026-03-25,12:43,14:01,1.17,Producción,,87.0,0.0,0.0,081000
296,1,luk3,LINEAS,2026-03-25,13:36,13:44,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,0.0,0.0,081000
924,2,luk3,LINEAS,2026-03-25,13:36,13:44,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,0.0,0.0,081000
1343,6,luk3,LINEAS,2026-03-25,13:36,13:44,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,0.0,0.0,081000
297,1,luk3,LINEAS,2026-03-25,14:01,20:22,6.04,Producción,,546.0,3.0,0.0,081000
925,2,luk3,LINEAS,2026-03-25,14:01,20:22,6.04,Producción,,546.0,3.0,0.0,081000
1344,6,luk3,LINEAS,2026-03-25,14:01,20:22,6.04,Producción,,546.0,3.0,0.0,081000
298,1,luk3,LINEAS,2026-03-25,18:01,18:09,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,3.0,0.0,081000
926,2,luk3,LINEAS,2026-03-25,18:01,18:09,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,3.0,0.0,081000
1345,6,luk3,LINEAS,2026-03-25,18:01,18:09,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,3.0,0.0,081000
299,1,luk3,LINEAS,2026-03-25,20:11,20:22,0.18,Incidencia,AJUSTE MAQUINA,0.0,3.0,0.0,081000
927,2,luk3,LINEAS,2026-03-25,20:11,20:22,0.18,Incidencia,AJUSTE MAQUINA,0.0,3.0,0.0,081000
1346,6,luk3,LINEAS,2026-03-25,20:11,20:22,0.18,Incidencia,AJUSTE MAQUINA,0.0,3.0,0.0,081000
300,1,luk3,LINEAS,2026-03-26,07:30,14:02,5.13,Producción,,423.0,12.0,0.0,081803
928,2,luk3,LINEAS,2026-03-26,07:30,14:02,5.13,Producción,,423.0,12.0,0.0,081803
1347,6,luk3,LINEAS,2026-03-26,07:30,14:02,5.13,Producción,,423.0,12.0,0.0,081803
301,1,luk3,LINEAS,2026-03-26,07:37,07:43,0.1,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
929,2,luk3,LINEAS,2026-03-26,07:37,07:43,0.1,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
1348,6,luk3,LINEAS,2026-03-26,07:37,07:43,0.1,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
302,1,luk3,LINEAS,2026-03-26,07:54,08:13,0.32,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
930,2,luk3,LINEAS,2026-03-26,07:54,08:13,0.32,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
1349,6,luk3,LINEAS,2026-03-26,07:54,08:13,0.32,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
303,1,luk3,LINEAS,2026-03-26,08:56,09:11,0.25,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
931,2,luk3,LINEAS,2026-03-26,08:56,09:11,0.25,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
1350,6,luk3,LINEAS,2026-03-26,08:56,09:11,0.25,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
304,1,luk3,LINEAS,2026-03-26,09:32,09:37,0.08,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
932,2,luk3,LINEAS,2026-03-26,09:32,09:37,0.08,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
1351,6,luk3,LINEAS,2026-03-26,09:32,09:37,0.08,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
305,1,luk3,LINEAS,2026-03-26,11:16,11:22,0.1,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
933,2,luk3,LINEAS,2026-03-26,11:16,11:22,0.1,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
1352,6,luk3,LINEAS,2026-03-26,11:16,11:22,0.1,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
306,1,luk3,LINEAS,2026-03-26,11:32,11:42,0.17,Incidencia,CAMBIO DE CUCHILLA,0.0,12.0,0.0,081803
934,2,luk3,LINEAS,2026-03-26,11:32,11:42,0.17,Incidencia,CAMBIO DE CUCHILLA,0.0,12.0,0.0,081803
1353,6,luk3,LINEAS,2026-03-26,11:32,11:42,0.17,Incidencia,CAMBIO DE CUCHILLA,0.0,12.0,0.0,081803
307,1,luk3,LINEAS,2026-03-26,13:22,13:33,0.18,Incidencia,CAMBIO DE CUCHILLA,0.0,12.0,0.0,081803
935,2,luk3,LINEAS,2026-03-26,13:22,13:33,0.18,Incidencia,CAMBIO DE CUCHILLA,0.0,12.0,0.0,081803
1354,6,luk3,LINEAS,2026-03-26,13:22,13:33,0.18,Incidencia,CAMBIO DE CUCHILLA,0.0,12.0,0.0,081803
308,1,luk3,LINEAS,2026-03-26,13:50,14:02,0.2,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
936,2,luk3,LINEAS,2026-03-26,13:50,14:02,0.2,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
1355,6,luk3,LINEAS,2026-03-26,13:50,14:02,0.2,Incidencia,PARADA ROBOT,0.0,12.0,0.0,081803
309,1,luk3,LINEAS,2026-03-26,22:00,06:00,7.36,Producción,,662.0,7.0,0.0,081803
937,2,luk3,LINEAS,2026-03-26,22:00,06:00,7.36,Producción,,662.0,7.0,0.0,081803
1356,6,luk3,LINEAS,2026-03-26,22:00,06:00,7.36,Producción,,662.0,7.0,0.0,081803
310,1,luk3,LINEAS,2026-03-26,22:04,22:26,0.37,Incidencia,PARADA ROBOT,0.0,7.0,0.0,081803
938,2,luk3,LINEAS,2026-03-26,22:04,22:26,0.37,Incidencia,PARADA ROBOT,0.0,7.0,0.0,081803
1357,6,luk3,LINEAS,2026-03-26,22:04,22:26,0.37,Incidencia,PARADA ROBOT,0.0,7.0,0.0,081803
311,1,luk3,LINEAS,2026-03-27,06:00,14:00,7.2,Producción,,604.0,10.0,0.0,081803
939,2,luk3,LINEAS,2026-03-27,06:00,14:00,7.2,Producción,,604.0,10.0,0.0,081803
1358,6,luk3,LINEAS,2026-03-27,06:00,14:00,7.2,Producción,,604.0,10.0,0.0,081803
312,1,luk3,LINEAS,2026-03-27,10:06,10:21,0.25,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081803
940,2,luk3,LINEAS,2026-03-27,10:06,10:21,0.25,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081803
1359,6,luk3,LINEAS,2026-03-27,10:06,10:21,0.25,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081803
313,1,luk3,LINEAS,2026-03-27,12:14,12:25,0.18,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081803
941,2,luk3,LINEAS,2026-03-27,12:14,12:25,0.18,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081803
1360,6,luk3,LINEAS,2026-03-27,12:14,12:25,0.18,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081803
314,1,luk3,LINEAS,2026-03-27,12:28,12:40,0.2,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081803
942,2,luk3,LINEAS,2026-03-27,12:28,12:40,0.2,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081803
1361,6,luk3,LINEAS,2026-03-27,12:28,12:40,0.2,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081803
315,1,luk3,LINEAS,2026-03-27,13:34,13:44,0.17,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081803
943,2,luk3,LINEAS,2026-03-27,13:34,13:44,0.17,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081803
1362,6,luk3,LINEAS,2026-03-27,13:34,13:44,0.17,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081803
316,1,luk3,LINEAS,2026-03-27,14:02,14:06,0.07,Producción,,0.0,0.0,0.0,081803
944,2,luk3,LINEAS,2026-03-27,14:02,14:06,0.07,Producción,,0.0,0.0,0.0,081803
1363,6,luk3,LINEAS,2026-03-27,14:02,14:06,0.07,Producción,,0.0,0.0,0.0,081803
317,1,luk3,LINEAS,2026-03-27,14:06,14:07,0.02,Producción,,1.0,0.0,0.0,081803
945,2,luk3,LINEAS,2026-03-27,14:06,14:07,0.02,Producción,,1.0,0.0,0.0,081803
1364,6,luk3,LINEAS,2026-03-27,14:06,14:07,0.02,Producción,,1.0,0.0,0.0,081803
318,1,luk3,LINEAS,2026-03-27,14:07,21:55,5.78,Producción,,520.0,14.0,0.0,081803
946,2,luk3,LINEAS,2026-03-27,14:07,21:55,5.78,Producción,,520.0,14.0,0.0,081803
1365,6,luk3,LINEAS,2026-03-27,14:07,21:55,5.78,Producción,,520.0,14.0,0.0,081803
319,1,luk3,LINEAS,2026-03-27,14:18,14:52,0.57,Incidencia,PARADA ROBOT,0.0,14.0,0.0,081803
947,2,luk3,LINEAS,2026-03-27,14:18,14:52,0.57,Incidencia,PARADA ROBOT,0.0,14.0,0.0,081803
1366,6,luk3,LINEAS,2026-03-27,14:18,14:52,0.57,Incidencia,PARADA ROBOT,0.0,14.0,0.0,081803
320,1,luk3,LINEAS,2026-03-27,18:23,18:29,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,081803
948,2,luk3,LINEAS,2026-03-27,18:23,18:29,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,081803
1367,6,luk3,LINEAS,2026-03-27,18:23,18:29,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,081803
321,1,luk3,LINEAS,2026-03-27,19:13,19:51,0.63,Incidencia,CORRECCIÓN DE CONO,0.0,14.0,0.0,081803
949,2,luk3,LINEAS,2026-03-27,19:13,19:51,0.63,Incidencia,CORRECCIÓN DE CONO,0.0,14.0,0.0,081803
1368,6,luk3,LINEAS,2026-03-27,19:13,19:51,0.63,Incidencia,CORRECCIÓN DE CONO,0.0,14.0,0.0,081803
322,1,luk3,LINEAS,2026-03-27,21:04,21:47,0.72,Incidencia,CORRECCIÓN DE CONO,0.0,14.0,0.0,081803
950,2,luk3,LINEAS,2026-03-27,21:04,21:47,0.72,Incidencia,CORRECCIÓN DE CONO,0.0,14.0,0.0,081803
1369,6,luk3,LINEAS,2026-03-27,21:04,21:47,0.72,Incidencia,CORRECCIÓN DE CONO,0.0,14.0,0.0,081803
323,1,luk3,LINEAS,2026-03-28,09:30,10:15,0.75,Producción,,64.0,3.0,0.0,03304
951,2,luk3,LINEAS,2026-03-28,09:30,10:15,0.75,Producción,,64.0,3.0,0.0,03304
324,1,luk3,LINEAS,2026-03-28,10:16,11:23,0.64,Producción,,60.0,2.0,0.0,081803
325,1,luk3,LINEAS,2026-03-28,10:16,10:45,0.48,Incidencia,CORRECCIÓN DE CONO,0.0,2.0,0.0,081803
952,2,luk3,LINEAS,2026-03-28,10:16,11:23,0.64,Producción,,60.0,2.0,0.0,081803
953,2,luk3,LINEAS,2026-03-28,10:16,10:45,0.48,Incidencia,CORRECCIÓN DE CONO,0.0,2.0,0.0,081803
326,1,luk3,LINEAS,2026-03-28,11:23,12:33,0.57,Producción,,31.0,1.0,0.0,081803
954,2,luk3,LINEAS,2026-03-28,11:23,12:33,0.57,Producción,,31.0,1.0,0.0,081803
327,1,luk3,LINEAS,2026-03-28,11:40,11:58,0.3,Incidencia,CORRECCIÓN DE CONO,0.0,1.0,0.0,081803
955,2,luk3,LINEAS,2026-03-28,11:40,11:58,0.3,Incidencia,CORRECCIÓN DE CONO,0.0,1.0,0.0,081803
328,1,luk3,LINEAS,2026-03-28,12:09,12:15,0.1,Incidencia,CORRECCIÓN DE CONO,0.0,1.0,0.0,081803
956,2,luk3,LINEAS,2026-03-28,12:09,12:15,0.1,Incidencia,CORRECCIÓN DE CONO,0.0,1.0,0.0,081803
329,1,luk3,LINEAS,2026-03-28,12:21,12:33,0.2,Incidencia,CORRECCIÓN DE CONO,0.0,1.0,0.0,081803
957,2,luk3,LINEAS,2026-03-28,12:21,12:33,0.2,Incidencia,CORRECCIÓN DE CONO,0.0,1.0,0.0,081803
330,1,luk3,LINEAS,2026-03-29,21:59,22:50,0.85,Producción,,51.0,1.0,0.0,081803
958,2,luk3,LINEAS,2026-03-29,21:59,22:50,0.85,Producción,,51.0,1.0,0.0,081803
1273,4,luk3,LINEAS,2026-03-29,21:59,22:50,0.85,Producción,,51.0,1.0,0.0,081803
331,1,luk3,LINEAS,2026-03-29,23:29,01:45,2.27,Preparación,,0.0,0.0,0.0,03304
959,2,luk3,LINEAS,2026-03-29,23:29,01:45,2.27,Preparación,,0.0,0.0,0.0,03304
1274,4,luk3,LINEAS,2026-03-29,23:29,01:45,2.27,Preparación,,0.0,0.0,0.0,03304
332,1,luk3,LINEAS,2026-03-30,06:07,06:12,0.08,Producción,,7.0,0.0,0.0,03304
960,2,luk3,LINEAS,2026-03-30,06:07,06:12,0.08,Producción,,7.0,0.0,0.0,03304
1275,4,luk3,LINEAS,2026-03-30,06:07,06:12,0.08,Producción,,7.0,0.0,0.0,03304
333,1,luk3,LINEAS,2026-03-30,06:13,06:23,0.17,Producción,,15.0,0.0,0.0,03304
961,2,luk3,LINEAS,2026-03-30,06:13,06:23,0.17,Producción,,15.0,0.0,0.0,03304
1276,4,luk3,LINEAS,2026-03-30,06:13,06:23,0.17,Producción,,15.0,0.0,0.0,03304
334,1,luk3,LINEAS,2026-03-30,07:02,14:03,6.92,Producción,,612.0,11.0,0.0,081000
962,2,luk3,LINEAS,2026-03-30,07:02,14:03,6.92,Producción,,612.0,11.0,0.0,081000
1277,4,luk3,LINEAS,2026-03-30,07:02,14:03,6.92,Producción,,612.0,11.0,0.0,081000
335,1,luk3,LINEAS,2026-03-30,09:34,09:34,0.0,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,081000
963,2,luk3,LINEAS,2026-03-30,09:34,09:34,0.0,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,081000
1278,4,luk3,LINEAS,2026-03-30,09:34,09:34,0.0,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,081000
336,1,luk3,LINEAS,2026-03-30,13:30,13:36,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,081000
964,2,luk3,LINEAS,2026-03-30,13:30,13:36,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,081000
1279,4,luk3,LINEAS,2026-03-30,13:30,13:36,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,081000
337,1,luk3,LINEAS,2026-03-30,14:03,17:35,3.5,Producción,,298.0,2.0,0.0,081000
965,2,luk3,LINEAS,2026-03-30,14:03,17:35,3.5,Producción,,298.0,2.0,0.0,081000
1280,4,luk3,LINEAS,2026-03-30,14:03,17:35,3.5,Producción,,298.0,2.0,0.0,081000
338,1,luk3,LINEAS,2026-03-30,17:33,17:35,0.03,Incidencia,PARADA ROBOT,0.0,2.0,0.0,081000
966,2,luk3,LINEAS,2026-03-30,17:33,17:35,0.03,Incidencia,PARADA ROBOT,0.0,2.0,0.0,081000
1281,4,luk3,LINEAS,2026-03-30,17:33,17:35,0.03,Incidencia,PARADA ROBOT,0.0,2.0,0.0,081000
339,1,luk3,LINEAS,2026-03-30,22:00,06:00,7.43,Producción,,579.0,6.0,0.0,081000
967,2,luk3,LINEAS,2026-03-30,22:00,06:00,7.43,Producción,,579.0,6.0,0.0,081000
1282,4,luk3,LINEAS,2026-03-30,22:00,06:00,7.43,Producción,,579.0,6.0,0.0,081000
340,1,luk3,LINEAS,2026-03-31,06:01,14:01,7.9,Producción,,699.0,10.0,0.0,081000
968,2,luk3,LINEAS,2026-03-31,06:01,14:01,7.9,Producción,,699.0,10.0,0.0,081000
1283,4,luk3,LINEAS,2026-03-31,06:01,14:01,7.9,Producción,,699.0,10.0,0.0,081000
341,1,luk3,LINEAS,2026-03-31,10:19,10:19,0.0,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
969,2,luk3,LINEAS,2026-03-31,10:19,10:19,0.0,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
1284,4,luk3,LINEAS,2026-03-31,10:19,10:19,0.0,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
342,1,luk3,LINEAS,2026-03-31,13:33,13:39,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
970,2,luk3,LINEAS,2026-03-31,13:33,13:39,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
1285,4,luk3,LINEAS,2026-03-31,13:33,13:39,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
343,1,luk3,LINEAS,2026-03-31,14:01,15:24,1.03,Producción,,77.0,0.0,0.0,081000
971,2,luk3,LINEAS,2026-03-31,14:01,15:24,1.03,Producción,,77.0,0.0,0.0,081000
1286,4,luk3,LINEAS,2026-03-31,14:01,15:24,1.03,Producción,,77.0,0.0,0.0,081000
344,1,luk3,LINEAS,2026-03-31,14:13,14:20,0.12,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
972,2,luk3,LINEAS,2026-03-31,14:13,14:20,0.12,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
1287,4,luk3,LINEAS,2026-03-31,14:13,14:20,0.12,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
345,1,luk3,LINEAS,2026-03-31,14:26,14:29,0.05,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
973,2,luk3,LINEAS,2026-03-31,14:26,14:29,0.05,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
1288,4,luk3,LINEAS,2026-03-31,14:26,14:29,0.05,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
346,1,luk3,LINEAS,2026-03-31,14:50,14:55,0.08,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
974,2,luk3,LINEAS,2026-03-31,14:50,14:55,0.08,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
1289,4,luk3,LINEAS,2026-03-31,14:50,14:55,0.08,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
347,1,luk3,LINEAS,2026-03-31,14:56,15:02,0.1,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
975,2,luk3,LINEAS,2026-03-31,14:56,15:02,0.1,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
1290,4,luk3,LINEAS,2026-03-31,14:56,15:02,0.1,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
348,1,luk3,LINEAS,2026-03-31,15:24,22:00,6.05,Producción,,524.0,10.0,0.0,081000
349,1,luk3,LINEAS,2026-03-31,15:24,15:24,0.0,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
976,2,luk3,LINEAS,2026-03-31,15:24,22:00,6.05,Producción,,524.0,10.0,0.0,081000
977,2,luk3,LINEAS,2026-03-31,15:24,15:24,0.0,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
1291,4,luk3,LINEAS,2026-03-31,15:24,22:00,6.05,Producción,,524.0,10.0,0.0,081000
1292,4,luk3,LINEAS,2026-03-31,15:24,15:24,0.0,Incidencia,PARADA ROBOT,0.0,0.0,0.0,081000
350,1,luk3,LINEAS,2026-03-31,17:42,17:53,0.18,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
978,2,luk3,LINEAS,2026-03-31,17:42,17:53,0.18,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
1293,4,luk3,LINEAS,2026-03-31,17:42,17:53,0.18,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
351,1,luk3,LINEAS,2026-03-31,18:11,18:18,0.12,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
979,2,luk3,LINEAS,2026-03-31,18:11,18:18,0.12,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
1294,4,luk3,LINEAS,2026-03-31,18:11,18:18,0.12,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
352,1,luk3,LINEAS,2026-03-31,20:21,20:25,0.07,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
980,2,luk3,LINEAS,2026-03-31,20:21,20:25,0.07,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
1295,4,luk3,LINEAS,2026-03-31,20:21,20:25,0.07,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
353,1,luk3,LINEAS,2026-03-31,21:00,21:06,0.1,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
981,2,luk3,LINEAS,2026-03-31,21:00,21:06,0.1,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
1296,4,luk3,LINEAS,2026-03-31,21:00,21:06,0.1,Incidencia,PARADA ROBOT,0.0,10.0,0.0,081000
354,1,luk3,LINEAS,2026-03-31,21:40,21:45,0.08,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
982,2,luk3,LINEAS,2026-03-31,21:40,21:45,0.08,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
1297,4,luk3,LINEAS,2026-03-31,21:40,21:45,0.08,Incidencia,CAMBIO DE CUCHILLA,0.0,10.0,0.0,081000
355,1,luk3,LINEAS,2026-03-31,22:00,05:43,7.43,Producción,,647.0,4.0,0.0,081000
983,2,luk3,LINEAS,2026-03-31,22:00,05:43,7.43,Producción,,647.0,4.0,0.0,081000
1298,4,luk3,LINEAS,2026-03-31,22:00,05:43,7.43,Producción,,647.0,4.0,0.0,081000
418,1,luk6,LINEAS,2026-03-01,21:56,02:08,3.21,Producción,,255.0,10.0,0.0,124203
1046,2,luk6,LINEAS,2026-03-01,21:56,02:08,3.21,Producción,,255.0,10.0,0.0,124203
419,1,luk6,LINEAS,2026-03-01,22:03,22:10,0.12,Incidencia,AVERIA,0.0,0.0,0.0,
1047,2,luk6,LINEAS,2026-03-01,22:03,22:10,0.12,Incidencia,AVERIA,0.0,0.0,0.0,
420,1,luk6,LINEAS,2026-03-01,23:36,23:43,0.12,Incidencia,AVERIA,0.0,0.0,0.0,
1048,2,luk6,LINEAS,2026-03-01,23:36,23:43,0.12,Incidencia,AVERIA,0.0,0.0,0.0,
421,1,luk6,LINEAS,2026-03-01,23:54,00:25,0.52,Incidencia,AVERIA,0.0,0.0,0.0,
1049,2,luk6,LINEAS,2026-03-01,23:54,00:25,0.52,Incidencia,AVERIA,0.0,0.0,0.0,
422,1,luk6,LINEAS,2026-03-02,06:01,07:45,1.6,Producción,,104.0,2.0,0.0,124203
1050,2,luk6,LINEAS,2026-03-02,06:01,07:45,1.6,Producción,,104.0,2.0,0.0,124203
423,1,luk6,LINEAS,2026-03-02,07:07,07:15,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,2.0,0.0,124203
1051,2,luk6,LINEAS,2026-03-02,07:07,07:15,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,2.0,0.0,124203
424,1,luk6,LINEAS,2026-03-02,14:00,20:16,5.34,Producción,,437.0,14.0,0.0,124203
1052,2,luk6,LINEAS,2026-03-02,14:00,20:16,5.34,Producción,,437.0,14.0,0.0,124203
425,1,luk6,LINEAS,2026-03-02,15:03,15:14,0.18,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,124203
1053,2,luk6,LINEAS,2026-03-02,15:03,15:14,0.18,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,124203
426,1,luk6,LINEAS,2026-03-02,16:54,17:03,0.15,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,124203
1054,2,luk6,LINEAS,2026-03-02,16:54,17:03,0.15,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,124203
427,1,luk6,LINEAS,2026-03-02,18:45,18:53,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,124203
1055,2,luk6,LINEAS,2026-03-02,18:45,18:53,0.13,Incidencia,CAMBIO DE CUCHILLA,0.0,14.0,0.0,124203
428,1,luk6,LINEAS,2026-03-02,19:48,20:16,0.47,Incidencia,FALTA DE CALIDAD,0.0,14.0,0.0,124203
1056,2,luk6,LINEAS,2026-03-02,19:48,20:16,0.47,Incidencia,FALTA DE CALIDAD,0.0,14.0,0.0,124203
429,1,luk6,LINEAS,2026-03-03,06:00,13:59,6.47,Producción,,493.0,11.0,0.0,124203
1057,2,luk6,LINEAS,2026-03-03,06:00,13:59,6.47,Producción,,493.0,11.0,0.0,124203
430,1,luk6,LINEAS,2026-03-03,06:29,06:48,0.32,Incidencia,FALTA DE CALIDAD,0.0,11.0,0.0,124203
1058,2,luk6,LINEAS,2026-03-03,06:29,06:48,0.32,Incidencia,FALTA DE CALIDAD,0.0,11.0,0.0,124203
431,1,luk6,LINEAS,2026-03-03,08:01,08:10,0.15,Incidencia,FALTA DE CALIDAD,0.0,11.0,0.0,124203
1059,2,luk6,LINEAS,2026-03-03,08:01,08:10,0.15,Incidencia,FALTA DE CALIDAD,0.0,11.0,0.0,124203
432,1,luk6,LINEAS,2026-03-03,08:31,08:41,0.17,Incidencia,FALTA DE CALIDAD,0.0,11.0,0.0,124203
1060,2,luk6,LINEAS,2026-03-03,08:31,08:41,0.17,Incidencia,FALTA DE CALIDAD,0.0,11.0,0.0,124203
433,1,luk6,LINEAS,2026-03-03,08:48,08:56,0.13,Incidencia,FALTA DE CALIDAD,0.0,11.0,0.0,124203
1061,2,luk6,LINEAS,2026-03-03,08:48,08:56,0.13,Incidencia,FALTA DE CALIDAD,0.0,11.0,0.0,124203
434,1,luk6,LINEAS,2026-03-03,09:09,09:15,0.1,Incidencia,AJUSTE MAQUINA,0.0,11.0,0.0,124203
1062,2,luk6,LINEAS,2026-03-03,09:09,09:15,0.1,Incidencia,AJUSTE MAQUINA,0.0,11.0,0.0,124203
435,1,luk6,LINEAS,2026-03-03,09:54,10:00,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,124203
1063,2,luk6,LINEAS,2026-03-03,09:54,10:00,0.1,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,124203
436,1,luk6,LINEAS,2026-03-03,10:57,11:04,0.12,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,124203
1064,2,luk6,LINEAS,2026-03-03,10:57,11:04,0.12,Incidencia,CAMBIO DE CUCHILLA,0.0,11.0,0.0,124203
437,1,luk6,LINEAS,2026-03-03,12:56,13:03,0.12,Incidencia,PARADA ROBOT,0.0,11.0,0.0,124203
